id_venta,fecha_venta,cliente_id,empleado_id,id_tienda,total,estado
37925,2025-05-09 10:13:25.110133,24,78,5,324.00,ACTIVA
37926,2025-08-03 05:20:50.70036,716,41,8,488.81,ACTIVA
37927,2025-04-15 09:48:09.249329,64,49,11,352.89,ACTIVA
37928,2025-06-18 15:11:23.924364,688,75,6,405.22,ACTIVA
37929,2025-07-12 01:45:54.267117,935,64,13,694.25,ACTIVA
37930,2025-07-22 02:08:56.179613,179,69,14,1044.96,ANULADA
37931,2025-05-23 10:43:32.136557,420,90,9,696.28,ACTIVA
37932,2025-08-14 11:04:34.326882,866,63,8,611.44,ACTIVA
37933,2025-05-29 02:34:09.880625,658,25,6,989.54,ACTIVA
37934,2025-07-19 00:02:26.172838,637,6,12,52.69,ACTIVA
37935,2025-08-13 11:41:06.679628,599,70,2,211.77,ACTIVA
37936,2025-05-22 22:37:23.850381,742,46,1,150.71,ACTIVA
37937,2025-03-23 21:38:02.256453,117,29,5,266.08,ANULADA
37938,2025-08-18 08:45:54.170748,5,80,9,911.59,ACTIVA
37939,2025-03-24 17:17:31.340756,546,8,6,336.98,ACTIVA
37940,2025-05-21 15:11:19.852833,824,15,14,488.32,ACTIVA
37941,2025-05-06 22:33:40.135262,350,8,6,974.13,ACTIVA
37942,2025-07-04 00:12:54.189475,296,63,1,597.22,ACTIVA
37943,2025-07-28 20:28:05.735664,155,77,6,457.65,ACTIVA
37944,2025-04-25 15:31:48.149656,285,83,10,437.07,ACTIVA
37945,2025-04-29 14:42:35.998032,221,24,13,695.50,ACTIVA
37946,2025-06-12 03:39:29.681666,757,24,11,564.18,ACTIVA
37947,2025-09-05 22:38:35.260803,464,79,10,213.42,ACTIVA
37948,2025-04-09 09:06:14.387684,965,73,14,633.38,ACTIVA
37949,2025-07-08 06:46:06.941685,285,50,4,807.24,ACTIVA
37950,2025-06-17 13:56:02.010142,579,73,2,663.47,ACTIVA
37951,2025-04-19 20:07:54.311125,892,81,8,753.27,ACTIVA
37952,2025-07-12 20:39:10.582943,719,81,10,675.52,ACTIVA
37953,2025-07-10 05:13:53.011047,23,21,7,252.78,ACTIVA
37954,2025-06-04 14:24:08.406026,199,3,2,219.25,ACTIVA
37955,2025-05-29 08:49:42.185495,566,57,9,773.13,ACTIVA
37956,2025-05-19 15:45:28.693777,175,67,1,188.44,ACTIVA
37957,2025-06-11 18:25:22.000886,924,92,7,647.26,ANULADA
37958,2025-03-12 08:34:55.165457,99,30,10,522.32,ACTIVA
37959,2025-03-20 23:49:20.152273,302,12,14,86.69,ACTIVA
37960,2025-03-30 16:12:40.142013,259,8,8,739.95,ACTIVA
37961,2025-04-27 02:38:13.024967,152,7,6,933.17,ACTIVA
37962,2025-04-04 15:54:15.73252,366,61,15,457.57,ACTIVA
37963,2025-04-13 02:30:26.855516,920,10,10,1029.53,ACTIVA
37964,2025-04-07 17:16:45.033343,981,20,13,830.53,ACTIVA
37965,2025-04-27 01:50:46.781961,631,6,7,1033.48,ACTIVA
37966,2025-06-14 04:31:51.953401,346,79,2,833.72,ACTIVA
37967,2025-08-14 17:55:52.012684,340,63,7,403.71,ACTIVA
37968,2025-04-29 15:13:01.578646,514,52,4,513.19,ACTIVA
37969,2025-04-13 11:38:29.224457,366,88,2,1028.47,ACTIVA
37970,2025-04-16 00:30:22.396709,923,56,8,777.89,ACTIVA
37971,2025-04-22 18:34:57.365382,210,98,11,520.84,ACTIVA
37972,2025-06-18 07:38:18.664757,254,51,6,480.86,ACTIVA
37973,2025-05-07 22:35:28.169674,368,18,10,727.24,ACTIVA
37974,2025-04-15 08:49:24.432896,193,30,11,934.79,ANULADA
37975,2025-04-21 02:55:42.755691,150,2,14,565.74,ACTIVA
37976,2025-08-14 08:27:11.665968,937,64,3,892.11,ACTIVA
37977,2025-06-22 19:41:55.275896,49,57,6,400.91,ACTIVA
37978,2025-08-21 03:02:47.027291,28,43,4,979.43,ACTIVA
37979,2025-04-16 20:56:14.51459,849,52,1,391.80,ACTIVA
37980,2025-03-11 03:19:11.264798,120,29,15,412.10,ACTIVA
37981,2025-07-08 15:36:20.823785,178,34,9,276.34,ACTIVA
37982,2025-09-03 22:10:49.071862,473,90,14,793.99,ACTIVA
37983,2025-06-07 23:12:39.560569,798,24,8,544.43,ACTIVA
37984,2025-04-16 10:02:35.989971,690,7,6,256.82,ACTIVA
37985,2025-09-03 18:50:29.623911,986,66,8,930.28,ACTIVA
37986,2025-08-18 20:34:27.072969,474,92,5,243.38,ACTIVA
37987,2025-06-19 23:16:19.2658,697,41,3,959.20,ACTIVA
37988,2025-06-02 04:41:45.252723,284,14,7,209.82,ACTIVA
37989,2025-08-02 04:36:17.163953,535,13,2,506.49,ACTIVA
37990,2025-03-21 10:43:04.990274,67,47,13,741.21,ACTIVA
37991,2025-08-19 12:37:10.371942,154,76,4,766.42,ACTIVA
37992,2025-07-10 17:04:18.459999,606,69,3,162.60,ACTIVA
37993,2025-05-25 23:23:35.065496,938,94,10,1027.06,ACTIVA
37994,2025-07-03 20:38:15.603653,470,28,9,270.60,ACTIVA
37995,2025-08-16 18:48:58.978809,140,7,9,768.54,ACTIVA
37996,2025-04-07 13:52:35.4867,67,101,6,268.19,ACTIVA
37997,2025-03-20 18:49:22.13946,299,75,4,733.21,ACTIVA
37998,2025-07-06 06:39:48.678723,17,45,8,752.38,ACTIVA
37999,2025-08-05 23:46:53.913386,706,13,14,242.81,ACTIVA
38000,2025-03-20 05:19:23.625875,163,42,3,915.32,ACTIVA
1,2025-04-10 21:21:06.301856,952,78,12,778.03,ACTIVA
2,2025-05-07 06:50:00.091951,926,72,2,903.22,ACTIVA
3,2025-07-01 18:44:15.264346,987,16,4,905.94,ACTIVA
4,2025-05-04 01:51:51.99514,875,45,5,224.02,ANULADA
5,2025-04-21 18:42:08.106877,945,71,7,75.37,ACTIVA
6,2025-09-05 13:35:21.157616,931,35,10,888.34,ACTIVA
7,2025-08-28 13:17:09.172185,402,78,2,198.08,ACTIVA
8,2025-04-19 02:43:15.404301,928,45,6,542.05,ACTIVA
9,2025-07-06 18:44:27.97504,997,81,3,585.97,ACTIVA
10,2025-04-01 16:15:16.585875,892,26,2,836.77,ACTIVA
11,2025-04-13 20:33:16.165103,150,91,15,423.02,ACTIVA
12,2025-07-22 11:36:19.177477,339,100,14,147.60,ACTIVA
13,2025-07-03 16:52:10.331882,319,71,11,96.78,ACTIVA
14,2025-06-09 05:17:10.858076,989,83,9,820.25,ACTIVA
15,2025-04-14 07:00:26.882016,766,24,12,425.39,ACTIVA
16,2025-05-17 20:46:26.489779,28,57,7,382.05,ACTIVA
17,2025-03-25 00:24:01.173781,389,98,8,861.20,ANULADA
18,2025-08-03 03:08:23.187846,426,65,13,150.97,ACTIVA
19,2025-05-03 04:23:23.348023,729,12,8,60.60,ACTIVA
20,2025-08-14 06:55:31.015211,748,82,13,295.00,ACTIVA
21,2025-06-10 05:53:04.977556,284,45,12,727.49,ACTIVA
22,2025-04-18 22:09:00.090998,960,28,4,574.23,ACTIVA
23,2025-03-31 13:54:40.238918,50,25,2,1026.25,ACTIVA
24,2025-07-22 03:23:59.249555,227,29,4,697.53,ACTIVA
25,2025-03-25 22:17:12.071776,554,36,10,753.12,ACTIVA
26,2025-05-21 13:44:41.377787,467,68,5,197.80,ACTIVA
27,2025-03-26 02:03:28.469378,800,89,11,176.72,ACTIVA
28,2025-05-19 23:05:51.417446,584,38,7,157.01,ACTIVA
29,2025-08-29 20:45:23.062024,685,101,3,855.85,ACTIVA
30,2025-03-17 01:04:56.61608,137,15,14,958.62,ACTIVA
31,2025-05-06 20:13:54.950476,424,61,7,58.26,ACTIVA
32,2025-08-19 23:47:35.095319,874,82,1,717.78,ACTIVA
33,2025-04-18 09:36:27.61268,545,97,3,262.92,ACTIVA
34,2025-05-24 20:08:54.612259,654,91,10,1049.00,ANULADA
35,2025-07-10 03:35:02.401925,848,71,4,154.55,ACTIVA
36,2025-07-31 02:18:37.421118,611,39,1,1037.64,ACTIVA
37,2025-06-24 02:53:54.137902,415,6,2,909.83,ACTIVA
38,2025-06-27 15:07:51.700195,694,100,7,418.69,ACTIVA
39,2025-05-04 15:38:24.657836,589,91,1,775.86,ACTIVA
40,2025-07-09 13:29:25.07181,473,98,12,795.67,ACTIVA
41,2025-06-12 13:55:24.062559,476,3,12,635.11,ACTIVA
42,2025-04-15 09:14:51.281997,477,25,11,196.56,ACTIVA
43,2025-03-20 12:39:00.367509,82,75,9,881.31,ACTIVA
44,2025-07-26 23:45:30.154474,249,88,12,942.11,ACTIVA
45,2025-04-22 09:40:39.827766,608,15,3,74.56,ANULADA
46,2025-04-18 05:43:13.809948,842,84,12,220.72,ACTIVA
47,2025-07-12 11:52:10.014956,531,4,10,800.09,ACTIVA
48,2025-07-23 00:36:55.441945,648,37,8,839.60,ACTIVA
49,2025-08-23 03:35:02.000049,434,62,14,294.25,ACTIVA
50,2025-04-28 05:04:52.248816,855,49,13,916.63,ACTIVA
51,2025-03-14 12:39:26.458278,595,71,7,445.78,ACTIVA
52,2025-05-28 07:42:20.950009,233,60,5,907.33,ACTIVA
53,2025-04-25 17:23:37.674377,912,68,14,658.88,ACTIVA
54,2025-07-03 01:23:27.083255,611,28,7,480.36,ACTIVA
55,2025-07-24 20:45:01.231437,846,82,12,270.60,ACTIVA
56,2025-05-03 15:33:01.480169,848,13,1,123.87,ACTIVA
57,2025-06-07 09:53:24.093163,241,100,13,344.47,ACTIVA
58,2025-04-09 17:05:20.431944,165,13,12,899.89,ACTIVA
59,2025-05-03 21:01:16.427171,775,58,3,535.97,ACTIVA
60,2025-06-11 01:29:51.396476,815,100,14,149.92,ACTIVA
61,2025-05-13 00:48:56.81263,530,78,11,405.23,ACTIVA
62,2025-04-03 20:30:40.264724,936,11,6,768.38,ACTIVA
63,2025-06-19 21:01:22.540266,716,87,11,261.18,ACTIVA
64,2025-06-21 23:06:21.041131,847,100,11,1020.68,ACTIVA
65,2025-06-19 17:01:38.582988,98,4,14,481.12,ACTIVA
66,2025-07-18 16:43:14.481426,53,14,14,269.99,ACTIVA
67,2025-04-11 15:02:41.22314,673,77,7,113.81,ACTIVA
68,2025-09-02 01:57:46.370875,680,26,7,710.69,ACTIVA
69,2025-04-25 18:55:11.154071,639,57,10,868.89,ACTIVA
70,2025-08-26 02:01:36.711386,972,22,8,847.19,ACTIVA
71,2025-03-11 06:57:11.026361,447,59,3,505.74,ACTIVA
72,2025-08-19 12:43:52.825302,128,12,12,418.49,ACTIVA
73,2025-06-17 21:20:41.480892,107,79,14,192.40,ACTIVA
74,2025-07-08 04:48:30.571173,503,43,7,123.23,ACTIVA
75,2025-03-28 05:46:56.987214,288,72,2,207.59,ACTIVA
76,2025-08-29 21:53:46.994018,899,18,15,373.01,ACTIVA
77,2025-04-14 23:58:25.961047,146,38,2,307.64,ACTIVA
78,2025-08-17 07:07:04.363909,576,28,5,152.92,ACTIVA
79,2025-08-10 04:36:17.833396,894,55,2,659.40,ACTIVA
80,2025-03-25 02:48:03.80757,200,49,13,59.40,ACTIVA
81,2025-06-05 22:36:47.260702,759,96,11,96.08,ACTIVA
82,2025-07-29 12:37:25.710896,338,33,7,644.40,ACTIVA
83,2025-05-29 17:29:29.812468,397,68,8,792.00,ACTIVA
84,2025-08-28 00:46:41.810784,631,11,2,87.40,ACTIVA
85,2025-04-30 06:32:00.631928,582,7,15,941.28,ACTIVA
86,2025-07-15 12:01:21.855139,692,61,15,617.09,ACTIVA
87,2025-06-14 13:09:12.943609,359,80,14,569.63,ACTIVA
88,2025-07-15 03:42:17.45336,648,43,4,85.59,ACTIVA
89,2025-08-17 19:25:11.097395,226,6,7,505.33,ACTIVA
90,2025-06-02 22:57:13.830919,795,68,5,509.35,ACTIVA
91,2025-04-04 01:43:31.00218,261,84,9,680.26,ACTIVA
92,2025-04-26 09:07:37.077591,407,6,8,698.44,ACTIVA
93,2025-07-25 04:41:39.843252,725,83,9,360.10,ACTIVA
94,2025-08-20 13:44:06.647639,539,73,12,583.03,ANULADA
95,2025-04-01 02:00:37.001386,669,94,9,744.63,ACTIVA
96,2025-07-17 17:00:51.142308,74,31,5,467.97,ACTIVA
97,2025-09-02 09:50:51.236569,387,12,13,616.11,ACTIVA
98,2025-03-13 10:19:53.638596,538,64,11,838.40,ACTIVA
99,2025-07-23 18:04:58.010285,481,44,8,952.20,ACTIVA
100,2025-03-29 23:50:36.221892,610,89,4,888.76,ACTIVA
101,2025-07-24 20:02:05.517338,913,43,8,487.70,ACTIVA
102,2025-06-23 06:01:37.319001,607,27,2,1009.27,ACTIVA
103,2025-03-15 07:01:07.137153,477,98,5,769.87,ANULADA
104,2025-04-18 04:48:20.190102,24,77,8,191.29,ACTIVA
105,2025-08-19 22:27:17.536344,275,70,12,671.87,ACTIVA
106,2025-03-13 05:56:12.206526,119,56,14,1044.02,ACTIVA
107,2025-05-03 22:48:36.805694,214,78,6,557.09,ACTIVA
108,2025-07-14 09:57:27.714917,735,2,1,928.80,ACTIVA
109,2025-06-26 14:13:13.666019,187,65,5,73.46,ACTIVA
110,2025-08-23 18:28:36.705927,689,64,10,550.78,ACTIVA
111,2025-08-29 07:49:44.885916,778,47,7,74.19,ACTIVA
112,2025-03-30 05:00:44.085859,89,47,13,972.94,ACTIVA
113,2025-04-06 03:30:26.395282,327,43,4,451.19,ACTIVA
114,2025-06-27 04:54:36.852341,293,18,4,851.66,ACTIVA
115,2025-05-27 10:58:37.3047,34,96,7,107.08,ACTIVA
116,2025-07-24 00:02:21.477924,737,12,13,580.50,ACTIVA
117,2025-08-18 03:51:04.818903,832,14,8,678.04,ACTIVA
118,2025-07-29 10:46:20.333815,830,16,11,61.81,ACTIVA
119,2025-05-06 16:33:47.446827,360,57,7,340.45,ACTIVA
120,2025-03-19 20:26:50.683863,278,90,12,241.74,ACTIVA
121,2025-08-12 14:02:21.035861,433,26,6,701.47,ACTIVA
122,2025-03-20 14:56:35.248898,669,7,4,234.46,ACTIVA
123,2025-03-27 17:28:04.78299,336,87,7,546.34,ACTIVA
124,2025-07-31 21:57:54.893785,425,20,2,675.27,ACTIVA
125,2025-08-31 15:20:44.657676,432,71,5,861.00,ACTIVA
126,2025-03-23 19:16:12.970665,89,15,14,423.10,ANULADA
127,2025-03-26 15:57:12.226616,295,41,3,906.39,ACTIVA
128,2025-05-10 09:52:26.502854,389,70,4,985.80,ACTIVA
129,2025-06-02 07:55:08.010499,598,65,5,723.96,ACTIVA
130,2025-08-27 12:27:23.819931,930,66,10,130.96,ACTIVA
131,2025-08-17 05:37:40.657196,393,71,9,810.52,ACTIVA
132,2025-06-30 14:30:37.162012,231,97,7,830.53,ACTIVA
133,2025-03-17 04:02:29.995156,26,73,12,896.99,ACTIVA
134,2025-03-20 14:46:07.605732,915,57,5,920.70,ACTIVA
135,2025-07-02 13:27:52.377694,572,7,4,831.05,ACTIVA
136,2025-06-11 15:28:37.292391,954,27,7,734.11,ACTIVA
137,2025-06-05 01:16:57.862569,17,2,5,784.04,ACTIVA
138,2025-08-21 02:57:23.388145,714,9,7,465.66,ACTIVA
139,2025-07-17 00:17:49.794458,255,77,4,743.49,ACTIVA
140,2025-06-01 21:28:45.91311,299,56,11,719.53,ACTIVA
141,2025-04-15 08:45:41.892508,774,84,1,101.43,ACTIVA
142,2025-03-25 11:48:55.078289,671,96,9,346.06,ACTIVA
143,2025-03-18 22:04:52.866029,988,96,2,111.92,ACTIVA
144,2025-06-19 18:24:28.453581,362,28,3,290.40,ACTIVA
145,2025-04-02 11:06:39.94948,156,42,11,479.44,ACTIVA
146,2025-04-15 14:35:49.050166,208,66,4,932.06,ANULADA
147,2025-04-08 09:27:10.448554,80,98,12,513.18,ACTIVA
148,2025-09-01 08:49:39.917904,149,38,13,316.32,ACTIVA
149,2025-06-03 06:48:07.897901,826,11,10,649.77,ACTIVA
150,2025-08-03 15:51:31.466486,802,98,5,673.22,ACTIVA
151,2025-08-05 13:47:29.503286,607,23,9,212.19,ANULADA
152,2025-07-26 03:34:49.875427,445,53,2,397.77,ACTIVA
153,2025-03-30 01:56:22.248166,477,29,6,356.10,ACTIVA
154,2025-07-30 20:23:10.222992,284,27,4,1012.30,ACTIVA
155,2025-06-02 12:47:12.084841,540,54,4,373.36,ANULADA
156,2025-07-07 10:11:02.132722,95,21,14,357.19,ACTIVA
157,2025-07-08 13:21:33.253951,582,60,3,718.14,ACTIVA
158,2025-08-04 08:37:06.638523,210,64,7,222.48,ACTIVA
159,2025-07-11 00:54:52.144634,63,28,7,543.90,ACTIVA
160,2025-05-10 00:55:07.326316,70,60,4,785.42,ACTIVA
161,2025-08-17 02:50:20.471454,354,73,3,229.43,ANULADA
162,2025-05-03 03:58:29.532211,850,28,8,144.80,ACTIVA
163,2025-07-18 15:30:26.014114,469,45,2,562.89,ACTIVA
164,2025-06-18 12:19:44.074394,73,43,13,408.45,ACTIVA
165,2025-03-30 23:26:13.821708,38,73,2,242.38,ACTIVA
166,2025-07-07 21:37:48.623842,558,86,8,870.14,ACTIVA
167,2025-08-21 02:29:52.094203,183,100,4,1007.80,ACTIVA
168,2025-03-22 04:20:30.78944,610,94,14,488.07,ACTIVA
169,2025-05-20 05:14:14.816093,435,57,4,727.01,ANULADA
170,2025-03-27 06:07:22.072945,562,34,9,802.42,ACTIVA
171,2025-04-25 22:55:59.541214,712,43,12,1003.43,ACTIVA
172,2025-07-01 20:01:13.712649,221,48,3,448.58,ACTIVA
173,2025-05-12 11:43:28.337853,523,40,1,131.65,ACTIVA
174,2025-03-20 09:06:44.394624,865,93,1,345.02,ACTIVA
175,2025-07-07 18:24:18.742899,294,80,9,698.70,ACTIVA
176,2025-05-20 21:17:29.906412,32,22,3,141.68,ACTIVA
177,2025-05-30 04:00:25.216965,784,37,10,899.53,ACTIVA
178,2025-07-05 08:14:14.308174,323,94,2,77.54,ACTIVA
179,2025-03-25 10:13:06.15484,166,95,4,455.06,ACTIVA
180,2025-07-17 18:27:33.783368,465,49,7,670.51,ACTIVA
181,2025-05-09 15:00:40.776454,776,101,10,630.01,ACTIVA
182,2025-08-25 09:06:24.598664,130,94,10,230.49,ACTIVA
183,2025-04-05 18:22:08.036339,510,62,12,696.92,ACTIVA
184,2025-06-18 16:13:46.230959,75,70,9,1016.57,ACTIVA
185,2025-06-22 09:45:24.435278,235,29,3,379.40,ACTIVA
186,2025-06-16 12:19:58.677697,635,61,2,961.76,ACTIVA
187,2025-05-31 17:08:02.981442,267,20,5,534.65,ACTIVA
188,2025-04-08 00:11:04.490077,383,78,2,796.17,ACTIVA
189,2025-07-29 22:36:29.148966,262,9,11,811.77,ACTIVA
190,2025-04-03 06:21:18.174608,965,19,4,948.09,ACTIVA
191,2025-07-11 00:14:39.268627,659,80,6,880.83,ACTIVA
192,2025-04-07 08:44:40.661797,451,51,1,535.78,ACTIVA
193,2025-05-08 18:49:33.447327,68,67,2,708.77,ACTIVA
194,2025-05-18 04:04:51.805853,36,87,1,560.14,ACTIVA
195,2025-03-26 14:04:51.488832,101,30,5,699.27,ACTIVA
196,2025-04-04 00:47:48.987279,125,34,8,165.97,ACTIVA
197,2025-07-03 00:52:13.894167,588,32,5,65.25,ACTIVA
198,2025-04-07 17:19:18.706274,297,77,13,302.58,ACTIVA
199,2025-05-25 03:13:26.456389,184,50,10,501.74,ACTIVA
200,2025-05-12 08:52:05.272968,819,7,2,293.39,ACTIVA
201,2025-04-14 04:25:13.313318,937,63,5,912.52,ACTIVA
202,2025-05-20 03:10:35.52217,656,85,2,560.79,ACTIVA
203,2025-05-26 08:08:08.317804,402,90,5,945.99,ACTIVA
204,2025-03-26 22:51:40.733136,810,41,3,952.21,ACTIVA
205,2025-05-03 15:04:58.681681,481,99,3,964.21,ACTIVA
206,2025-06-22 17:01:19.88437,377,100,11,279.75,ACTIVA
207,2025-04-26 18:51:45.081522,703,75,2,345.66,ACTIVA
208,2025-07-02 04:46:50.858568,5,26,8,813.25,ACTIVA
209,2025-07-30 11:46:01.799431,787,10,3,302.20,ACTIVA
210,2025-05-24 23:14:13.664831,929,54,5,807.16,ANULADA
211,2025-05-23 04:54:19.933093,285,72,5,164.69,ACTIVA
212,2025-07-23 13:00:15.177924,791,91,3,834.58,ACTIVA
213,2025-08-01 05:11:29.592127,962,58,12,273.83,ACTIVA
214,2025-06-18 04:21:22.757546,24,49,4,458.06,ACTIVA
215,2025-08-06 09:12:30.580354,654,87,13,366.40,ACTIVA
216,2025-04-19 12:35:48.630405,978,47,6,653.19,ACTIVA
217,2025-05-11 19:25:59.481071,665,74,7,762.95,ACTIVA
218,2025-04-04 04:13:39.638822,119,35,12,455.74,ACTIVA
219,2025-05-20 19:29:31.907042,897,58,12,271.74,ACTIVA
220,2025-07-27 16:07:49.991795,599,38,7,589.11,ACTIVA
221,2025-04-10 11:24:01.534848,494,34,5,678.33,ACTIVA
222,2025-04-30 09:05:05.680265,103,56,2,592.75,ACTIVA
223,2025-07-22 01:27:31.191633,833,59,5,411.95,ACTIVA
224,2025-07-27 23:32:01.716339,403,60,14,87.21,ACTIVA
225,2025-05-31 16:07:33.262218,722,15,9,836.46,ACTIVA
226,2025-08-20 07:35:58.763182,184,47,11,446.44,ANULADA
227,2025-04-04 09:28:24.48539,876,41,8,340.00,ACTIVA
228,2025-07-27 17:47:24.276021,469,66,3,905.18,ACTIVA
229,2025-04-21 20:23:53.47012,132,75,2,940.45,ACTIVA
230,2025-05-16 15:20:14.631129,11,59,12,87.40,ACTIVA
231,2025-07-21 01:41:18.66496,383,7,12,480.63,ACTIVA
232,2025-04-23 16:14:34.122911,63,34,4,669.40,ANULADA
233,2025-04-07 09:25:44.019692,302,73,1,550.64,ACTIVA
234,2025-03-30 10:33:16.516617,125,90,2,442.49,ACTIVA
235,2025-05-09 07:41:14.277737,815,89,1,1023.54,ACTIVA
236,2025-07-02 17:49:58.394185,317,14,13,730.12,ACTIVA
237,2025-08-11 16:56:51.115546,10,99,8,781.48,ACTIVA
238,2025-04-08 23:41:52.690253,827,76,8,781.91,ACTIVA
239,2025-04-08 18:54:24.133722,625,60,11,840.18,ACTIVA
240,2025-08-21 04:42:32.980988,728,86,10,114.98,ACTIVA
241,2025-08-14 08:08:53.326365,410,10,12,791.09,ACTIVA
242,2025-06-13 18:55:00.692676,473,73,13,463.44,ACTIVA
243,2025-05-30 15:59:45.466135,943,67,6,436.70,ACTIVA
244,2025-07-08 18:47:20.855036,977,31,4,442.97,ACTIVA
245,2025-05-29 02:36:23.488153,906,55,4,670.39,ACTIVA
246,2025-03-11 22:09:31.992701,728,62,3,308.53,ACTIVA
247,2025-05-31 16:14:16.096134,750,54,3,554.29,ACTIVA
248,2025-08-21 07:24:00.012382,428,39,2,430.28,ACTIVA
249,2025-05-18 07:01:29.967761,13,60,12,250.00,ACTIVA
250,2025-08-04 20:11:20.429387,247,87,2,998.73,ACTIVA
251,2025-07-22 07:53:32.436626,127,16,12,937.90,ACTIVA
252,2025-07-17 18:26:46.312524,826,34,9,255.92,ACTIVA
253,2025-08-10 12:42:03.137547,266,27,14,389.83,ACTIVA
254,2025-05-19 23:59:16.77803,30,72,8,65.00,ACTIVA
255,2025-06-14 19:45:23.071112,482,96,9,470.56,ACTIVA
256,2025-08-18 12:18:27.316351,463,9,13,433.02,ACTIVA
257,2025-05-30 15:17:30.551003,876,75,6,980.07,ACTIVA
258,2025-04-02 05:24:38.177262,505,19,12,946.49,ACTIVA
259,2025-04-17 01:00:46.618978,298,73,4,194.76,ACTIVA
260,2025-04-05 13:37:28.651697,608,45,15,322.31,ACTIVA
261,2025-04-15 14:24:49.411998,836,90,13,975.30,ACTIVA
262,2025-06-15 11:12:44.997761,914,11,9,252.85,ACTIVA
263,2025-05-25 15:40:10.257296,381,7,5,497.55,ACTIVA
264,2025-08-06 02:33:26.623419,95,46,7,799.54,ACTIVA
265,2025-06-21 10:27:44.695217,651,31,4,563.46,ACTIVA
266,2025-06-19 08:04:23.984502,744,41,8,562.61,ACTIVA
267,2025-04-10 14:30:15.332101,538,18,2,571.68,ACTIVA
268,2025-08-11 13:18:33.199535,726,45,1,232.55,ACTIVA
269,2025-04-11 22:01:23.832872,970,32,11,644.73,ACTIVA
270,2025-09-03 09:11:44.929689,776,45,14,504.18,ACTIVA
271,2025-05-08 06:50:39.405238,14,4,11,651.95,ACTIVA
272,2025-07-31 16:56:01.820988,6,37,3,846.50,ACTIVA
273,2025-08-07 15:48:16.770623,406,77,6,825.96,ACTIVA
274,2025-05-10 16:35:56.262064,387,39,8,439.56,ACTIVA
275,2025-04-12 01:35:33.456998,145,89,6,488.07,ACTIVA
276,2025-06-30 09:43:09.297747,900,89,9,295.52,ACTIVA
277,2025-04-01 20:54:14.394177,487,23,11,324.04,ACTIVA
278,2025-03-20 12:22:00.392815,825,5,4,261.42,ACTIVA
279,2025-04-27 13:08:46.022888,693,19,9,431.55,ACTIVA
280,2025-07-05 15:23:39.633394,603,13,12,960.90,ACTIVA
281,2025-08-17 16:00:29.023633,363,80,3,196.32,ACTIVA
282,2025-04-02 12:36:43.849388,182,15,14,756.22,ACTIVA
283,2025-07-28 14:42:45.693458,982,28,13,145.48,ACTIVA
284,2025-05-04 12:25:29.858804,64,13,1,439.46,ACTIVA
285,2025-07-31 11:38:05.451489,662,58,2,700.86,ACTIVA
286,2025-08-02 17:52:43.170292,383,11,4,256.69,ACTIVA
287,2025-06-08 09:28:52.010429,179,101,8,54.54,ACTIVA
288,2025-07-14 17:32:29.594648,288,54,8,702.08,ACTIVA
289,2025-03-25 06:47:04.737687,498,64,7,365.54,ACTIVA
290,2025-03-12 22:12:07.353232,229,63,5,216.93,ACTIVA
291,2025-07-06 11:41:01.852352,58,42,13,819.89,ANULADA
292,2025-08-23 16:30:57.507279,387,93,6,187.81,ACTIVA
293,2025-08-03 03:33:14.97996,740,57,15,434.55,ACTIVA
294,2025-07-02 19:18:25.166627,997,48,2,158.00,ACTIVA
295,2025-05-24 13:20:19.638145,250,10,4,556.43,ACTIVA
296,2025-05-11 04:00:03.181314,936,35,12,52.84,ACTIVA
297,2025-05-21 07:46:58.375417,114,2,13,745.93,ACTIVA
298,2025-07-14 17:14:38.385285,642,10,4,948.25,ACTIVA
299,2025-05-11 20:33:51.178461,441,7,14,837.97,ACTIVA
300,2025-08-16 05:44:00.085096,190,30,4,626.56,ACTIVA
301,2025-05-29 11:09:27.675061,329,13,11,177.55,ACTIVA
302,2025-04-19 15:10:23.055813,700,68,7,317.53,ACTIVA
303,2025-07-07 06:33:11.240939,638,33,6,249.59,ACTIVA
304,2025-05-17 07:41:27.382874,756,78,3,180.73,ACTIVA
305,2025-04-30 20:01:05.173827,205,73,11,842.47,ACTIVA
306,2025-06-21 19:01:53.490169,528,63,6,305.26,ACTIVA
307,2025-05-19 09:30:31.438749,900,59,14,483.45,ACTIVA
308,2025-07-17 18:44:36.444985,396,54,1,766.45,ACTIVA
309,2025-08-24 05:35:30.283082,10,74,2,645.91,ACTIVA
310,2025-07-11 09:51:10.934258,576,7,14,703.89,ACTIVA
311,2025-07-05 15:40:55.543275,331,42,9,369.24,ACTIVA
312,2025-04-27 22:43:00.659693,664,38,7,536.42,ACTIVA
313,2025-04-14 02:11:19.780601,102,89,2,353.29,ACTIVA
314,2025-07-07 08:54:18.834084,591,100,13,548.54,ACTIVA
315,2025-07-27 00:09:13.111656,294,39,10,223.20,ACTIVA
316,2025-05-18 09:31:45.877324,776,18,14,568.45,ACTIVA
317,2025-07-18 10:47:49.626085,137,41,8,751.21,ACTIVA
318,2025-06-08 13:13:31.249777,811,75,11,359.67,ACTIVA
319,2025-09-01 22:57:18.362757,988,45,8,962.04,ANULADA
320,2025-04-24 15:58:21.877684,886,44,8,547.08,ACTIVA
