id_producto,nombre,descripcion,id_categoria,id_proveedor,precio_compra,precio_venta,stock_minimo,estado
5202,Leche Gloria 5202,Producto de la categoría asignada,1,4,145.87,409.65,11,1
5203,Camiseta Deportiva 5203,Producto de la categoría asignada,6,27,490.24,288.97,3,1
5204,Sofá 3 Plazas 5204,Producto de la categoría asignada,5,29,321.54,475.33,9,1
5205,Leche Gloria 5205,Producto de la categoría asignada,4,36,530.40,925.67,9,1
5206,Laptop Lenovo 5206,Producto de la categoría asignada,7,4,78.27,714.99,5,1
5207,Zapatillas Nike 5207,Producto de la categoría asignada,2,32,213.85,413.92,3,1
5208,Leche Gloria 5208,Producto de la categoría asignada,7,8,280.03,575.16,9,1
5209,Lego City 5209,Producto de la categoría asignada,7,31,535.36,468.39,4,1
5210,Leche Gloria 5210,Producto de la categoría asignada,5,27,291.65,959.73,5,1
5211,Sofá 3 Plazas 5211,Producto de la categoría asignada,6,49,82.17,651.85,8,1
5212,Laptop Lenovo 5212,Producto de la categoría asignada,5,20,322.39,907.20,5,1
5213,Celular Samsung 5213,Producto de la categoría asignada,5,36,176.68,973.94,2,1
5214,Sofá 3 Plazas 5214,Producto de la categoría asignada,1,44,506.12,968.76,8,1
5215,Leche Gloria 5215,Producto de la categoría asignada,8,9,492.08,196.06,2,1
5216,Bicicleta Montaña 5216,Producto de la categoría asignada,8,7,528.12,626.30,10,1
5217,Sofá 3 Plazas 5217,Producto de la categoría asignada,8,35,311.58,856.03,11,1
5218,Bicicleta Montaña 5218,Producto de la categoría asignada,2,44,155.90,364.30,7,1
5219,Celular Samsung 5219,Producto de la categoría asignada,8,10,332.14,648.80,5,1
5220,Leche Gloria 5220,Producto de la categoría asignada,2,49,93.52,184.86,2,1
5221,Bicicleta Montaña 5221,Producto de la categoría asignada,6,19,173.61,624.53,3,1
5222,Monitor LG 5222,Producto de la categoría asignada,4,18,308.34,208.94,3,1
5223,Bicicleta Montaña 5223,Producto de la categoría asignada,6,32,453.65,244.40,5,1
5224,Celular Samsung 5224,Producto de la categoría asignada,8,11,520.61,352.42,5,1
5225,Refrigeradora LG 5225,Producto de la categoría asignada,5,44,152.23,924.92,6,1
5226,Sofá 3 Plazas 5226,Producto de la categoría asignada,5,46,164.84,729.31,6,1
5227,Celular Samsung 5227,Producto de la categoría asignada,6,28,510.08,443.04,2,1
5228,Lego City 5228,Producto de la categoría asignada,8,34,371.60,924.96,11,1
5229,Camiseta Deportiva 5229,Producto de la categoría asignada,2,8,253.49,191.77,5,1
5230,Sofá 3 Plazas 5230,Producto de la categoría asignada,1,11,302.40,700.23,7,1
5231,Zapatillas Nike 5231,Producto de la categoría asignada,1,21,228.44,394.45,6,1
5232,Bicicleta Montaña 5232,Producto de la categoría asignada,5,14,458.73,126.81,10,1
5233,Bicicleta Montaña 5233,Producto de la categoría asignada,2,3,466.29,768.62,3,1
5234,Laptop Lenovo 5234,Producto de la categoría asignada,7,17,73.72,744.08,2,1
5235,Bicicleta Montaña 5235,Producto de la categoría asignada,5,22,417.70,307.01,1,1
5236,Camiseta Deportiva 5236,Producto de la categoría asignada,5,48,207.22,622.53,10,1
5237,Lego City 5237,Producto de la categoría asignada,6,20,306.64,831.23,11,1
5238,Refrigeradora LG 5238,Producto de la categoría asignada,2,5,454.11,206.50,3,1
5239,Laptop Lenovo 5239,Producto de la categoría asignada,7,38,522.37,855.49,6,1
5240,Zapatillas Nike 5240,Producto de la categoría asignada,5,46,126.47,440.70,10,1
5241,Bicicleta Montaña 5241,Producto de la categoría asignada,2,23,268.74,465.47,5,1
5242,Refrigeradora LG 5242,Producto de la categoría asignada,3,9,204.13,348.13,7,1
5243,Camiseta Deportiva 5243,Producto de la categoría asignada,2,31,492.70,468.48,4,1
5244,Refrigeradora LG 5244,Producto de la categoría asignada,2,39,493.80,882.63,4,1
5245,Celular Samsung 5245,Producto de la categoría asignada,5,38,114.93,160.16,6,1
5246,Celular Samsung 5246,Producto de la categoría asignada,6,6,372.04,268.05,2,1
5247,Leche Gloria 5247,Producto de la categoría asignada,3,47,536.03,646.67,8,1
5248,Leche Gloria 5248,Producto de la categoría asignada,8,36,456.91,360.04,5,1
5249,Celular Samsung 5249,Producto de la categoría asignada,7,27,301.43,174.31,3,1
5250,Celular Samsung 5250,Producto de la categoría asignada,5,28,548.23,227.47,4,1
5251,Camiseta Deportiva 5251,Producto de la categoría asignada,3,32,111.21,141.78,5,1
5252,Refrigeradora LG 5252,Producto de la categoría asignada,4,15,138.15,596.25,7,1
5253,Lego City 5253,Producto de la categoría asignada,2,22,265.76,448.92,2,1
5254,Celular Samsung 5254,Producto de la categoría asignada,6,45,208.88,636.72,3,1
5255,Monitor LG 5255,Producto de la categoría asignada,4,21,259.04,494.60,6,1
5256,Camiseta Deportiva 5256,Producto de la categoría asignada,6,25,319.39,754.05,2,1
5257,Refrigeradora LG 5257,Producto de la categoría asignada,6,45,76.51,611.22,8,1
5258,Bicicleta Montaña 5258,Producto de la categoría asignada,6,12,62.98,116.26,6,1
5259,Refrigeradora LG 5259,Producto de la categoría asignada,4,21,179.80,434.19,8,1
5260,Monitor LG 5260,Producto de la categoría asignada,7,35,470.18,529.77,10,1
5261,Zapatillas Nike 5261,Producto de la categoría asignada,2,9,378.91,725.32,4,1
5262,Leche Gloria 5262,Producto de la categoría asignada,8,46,121.43,926.98,3,1
5263,Monitor LG 5263,Producto de la categoría asignada,7,47,357.16,541.10,7,1
5264,Laptop Lenovo 5264,Producto de la categoría asignada,5,6,409.11,288.60,9,1
5265,Refrigeradora LG 5265,Producto de la categoría asignada,7,29,286.51,694.75,9,1
5266,Zapatillas Nike 5266,Producto de la categoría asignada,4,14,549.41,515.49,10,1
5267,Monitor LG 5267,Producto de la categoría asignada,7,24,414.28,792.17,5,1
5268,Celular Samsung 5268,Producto de la categoría asignada,3,17,451.82,285.59,9,1
5269,Zapatillas Nike 5269,Producto de la categoría asignada,7,21,90.33,229.80,8,1
5270,Sofá 3 Plazas 5270,Producto de la categoría asignada,5,16,140.08,873.88,4,1
5271,Sofá 3 Plazas 5271,Producto de la categoría asignada,7,25,87.63,650.03,8,1
5272,Zapatillas Nike 5272,Producto de la categoría asignada,7,21,59.89,406.45,8,1
5273,Bicicleta Montaña 5273,Producto de la categoría asignada,1,31,207.54,720.17,8,1
5274,Leche Gloria 5274,Producto de la categoría asignada,7,33,298.83,595.21,10,1
5275,Sofá 3 Plazas 5275,Producto de la categoría asignada,2,11,292.57,642.15,3,1
5276,Lego City 5276,Producto de la categoría asignada,7,36,458.10,975.27,2,1
5277,Sofá 3 Plazas 5277,Producto de la categoría asignada,4,26,94.53,592.55,8,1
5278,Laptop Lenovo 5278,Producto de la categoría asignada,2,24,532.34,486.48,5,1
5279,Zapatillas Nike 5279,Producto de la categoría asignada,7,35,198.41,134.88,5,1
5280,Refrigeradora LG 5280,Producto de la categoría asignada,6,17,498.06,644.68,8,1
5281,Zapatillas Nike 5281,Producto de la categoría asignada,5,12,448.29,219.41,9,1
5282,Camiseta Deportiva 5282,Producto de la categoría asignada,4,19,252.80,614.86,9,1
5283,Celular Samsung 5283,Producto de la categoría asignada,3,12,68.90,132.38,3,1
5284,Sofá 3 Plazas 5284,Producto de la categoría asignada,2,20,157.61,598.37,2,1
5285,Camiseta Deportiva 5285,Producto de la categoría asignada,5,28,125.37,703.08,9,1
5286,Bicicleta Montaña 5286,Producto de la categoría asignada,8,27,182.63,491.16,8,1
5287,Bicicleta Montaña 5287,Producto de la categoría asignada,1,1,250.43,491.84,8,1
5288,Lego City 5288,Producto de la categoría asignada,2,19,464.65,545.80,1,1
5289,Zapatillas Nike 5289,Producto de la categoría asignada,7,4,472.14,547.22,10,1
5290,Sofá 3 Plazas 5290,Producto de la categoría asignada,7,6,207.57,465.79,9,1
5291,Sofá 3 Plazas 5291,Producto de la categoría asignada,8,1,471.50,526.39,10,1
5292,Leche Gloria 5292,Producto de la categoría asignada,7,25,492.94,877.76,11,1
5293,Lego City 5293,Producto de la categoría asignada,7,30,335.80,352.67,5,1
5294,Camiseta Deportiva 5294,Producto de la categoría asignada,5,47,151.27,173.85,2,1
5295,Leche Gloria 5295,Producto de la categoría asignada,2,37,526.62,491.77,2,1
5296,Refrigeradora LG 5296,Producto de la categoría asignada,3,42,149.41,991.28,10,1
5297,Refrigeradora LG 5297,Producto de la categoría asignada,4,13,329.21,259.46,11,1
5298,Refrigeradora LG 5298,Producto de la categoría asignada,4,7,367.97,711.77,8,1
5299,Laptop Lenovo 5299,Producto de la categoría asignada,2,30,548.87,231.56,9,1
5300,Refrigeradora LG 5300,Producto de la categoría asignada,7,24,156.99,705.09,2,1
5301,Celular Samsung 5301,Producto de la categoría asignada,7,17,492.86,258.10,7,1
5302,Lego City 5302,Producto de la categoría asignada,2,20,220.25,441.04,11,1
5303,Refrigeradora LG 5303,Producto de la categoría asignada,5,27,258.00,872.92,11,1
5304,Monitor LG 5304,Producto de la categoría asignada,8,10,533.35,574.49,10,1
5305,Celular Samsung 5305,Producto de la categoría asignada,3,28,215.79,243.58,3,1
5306,Leche Gloria 5306,Producto de la categoría asignada,5,15,486.81,913.54,3,1
5307,Lego City 5307,Producto de la categoría asignada,3,46,452.72,890.60,7,1
5308,Monitor LG 5308,Producto de la categoría asignada,7,15,61.68,352.48,9,1
5309,Laptop Lenovo 5309,Producto de la categoría asignada,6,27,235.31,662.38,10,1
5310,Refrigeradora LG 5310,Producto de la categoría asignada,2,27,504.92,781.75,5,1
5311,Monitor LG 5311,Producto de la categoría asignada,2,46,194.49,945.62,9,1
5312,Bicicleta Montaña 5312,Producto de la categoría asignada,2,15,315.53,164.17,11,1
5313,Laptop Lenovo 5313,Producto de la categoría asignada,4,10,191.95,837.90,1,1
5314,Refrigeradora LG 5314,Producto de la categoría asignada,5,30,176.67,840.36,8,1
5315,Laptop Lenovo 5315,Producto de la categoría asignada,3,10,66.91,789.27,5,1
5316,Refrigeradora LG 5316,Producto de la categoría asignada,2,1,50.37,245.43,2,1
5317,Lego City 5317,Producto de la categoría asignada,5,44,235.75,800.25,5,1
5318,Lego City 5318,Producto de la categoría asignada,8,36,396.98,863.64,5,1
5319,Zapatillas Nike 5319,Producto de la categoría asignada,4,35,303.88,417.90,9,1
5320,Refrigeradora LG 5320,Producto de la categoría asignada,1,47,124.94,761.69,11,1
5321,Leche Gloria 5321,Producto de la categoría asignada,7,27,385.84,454.54,8,1
5322,Bicicleta Montaña 5322,Producto de la categoría asignada,2,41,428.02,550.10,4,1
5323,Lego City 5323,Producto de la categoría asignada,5,36,112.75,364.60,3,1
5324,Celular Samsung 5324,Producto de la categoría asignada,2,37,215.24,949.25,3,1
5325,Leche Gloria 5325,Producto de la categoría asignada,3,38,61.02,274.86,7,1
5326,Refrigeradora LG 5326,Producto de la categoría asignada,4,32,452.91,605.88,4,1
5327,Leche Gloria 5327,Producto de la categoría asignada,7,14,194.11,442.02,5,1
5328,Zapatillas Nike 5328,Producto de la categoría asignada,6,32,478.90,225.97,4,1
5329,Monitor LG 5329,Producto de la categoría asignada,1,27,300.46,953.46,9,1
5330,Monitor LG 5330,Producto de la categoría asignada,4,41,322.98,396.13,6,1
5331,Lego City 5331,Producto de la categoría asignada,8,9,140.23,525.80,8,1
5332,Refrigeradora LG 5332,Producto de la categoría asignada,1,21,211.63,958.21,10,1
5333,Bicicleta Montaña 5333,Producto de la categoría asignada,2,36,439.86,350.44,4,1
5334,Laptop Lenovo 5334,Producto de la categoría asignada,7,37,102.15,157.61,8,1
5335,Bicicleta Montaña 5335,Producto de la categoría asignada,7,19,536.35,796.88,1,1
5336,Bicicleta Montaña 5336,Producto de la categoría asignada,5,47,417.74,372.09,9,1
5337,Bicicleta Montaña 5337,Producto de la categoría asignada,3,31,53.87,320.24,2,1
5338,Monitor LG 5338,Producto de la categoría asignada,4,27,102.16,670.03,9,1
5339,Camiseta Deportiva 5339,Producto de la categoría asignada,3,30,240.96,645.94,8,1
5340,Refrigeradora LG 5340,Producto de la categoría asignada,4,24,75.69,256.77,9,1
5341,Monitor LG 5341,Producto de la categoría asignada,6,25,446.90,119.86,4,1
5342,Leche Gloria 5342,Producto de la categoría asignada,6,14,435.80,643.87,8,1
5343,Bicicleta Montaña 5343,Producto de la categoría asignada,5,16,342.78,660.57,5,1
5344,Leche Gloria 5344,Producto de la categoría asignada,3,39,107.10,952.01,3,1
5345,Camiseta Deportiva 5345,Producto de la categoría asignada,6,26,108.70,552.56,6,1
5346,Laptop Lenovo 5346,Producto de la categoría asignada,3,26,351.73,144.19,10,1
5347,Camiseta Deportiva 5347,Producto de la categoría asignada,7,14,372.20,649.00,3,1
5348,Bicicleta Montaña 5348,Producto de la categoría asignada,5,33,367.52,758.01,5,1
5349,Camiseta Deportiva 5349,Producto de la categoría asignada,2,19,427.38,977.72,6,1
5350,Monitor LG 5350,Producto de la categoría asignada,2,42,82.51,607.68,9,1
5351,Bicicleta Montaña 5351,Producto de la categoría asignada,8,43,221.05,845.70,6,1
5352,Zapatillas Nike 5352,Producto de la categoría asignada,3,25,84.94,219.28,7,1
5353,Camiseta Deportiva 5353,Producto de la categoría asignada,5,29,104.87,283.92,3,1
5354,Lego City 5354,Producto de la categoría asignada,5,24,344.03,276.33,1,1
5355,Leche Gloria 5355,Producto de la categoría asignada,6,4,483.32,878.15,8,1
5356,Sofá 3 Plazas 5356,Producto de la categoría asignada,4,45,426.54,806.76,7,1
5357,Monitor LG 5357,Producto de la categoría asignada,8,31,372.34,814.42,2,1
5358,Sofá 3 Plazas 5358,Producto de la categoría asignada,5,47,391.31,178.16,1,1
5359,Monitor LG 5359,Producto de la categoría asignada,6,31,65.94,134.09,1,1
5360,Zapatillas Nike 5360,Producto de la categoría asignada,2,46,425.96,925.26,7,1
5361,Celular Samsung 5361,Producto de la categoría asignada,3,40,546.93,148.84,10,1
5362,Celular Samsung 5362,Producto de la categoría asignada,6,47,153.53,791.72,10,1
5363,Monitor LG 5363,Producto de la categoría asignada,4,24,250.21,402.73,7,1
5364,Zapatillas Nike 5364,Producto de la categoría asignada,7,9,374.20,635.12,4,1
5365,Celular Samsung 5365,Producto de la categoría asignada,6,9,288.48,255.24,8,1
5366,Leche Gloria 5366,Producto de la categoría asignada,1,33,251.13,140.20,1,1
5367,Camiseta Deportiva 5367,Producto de la categoría asignada,1,4,85.03,105.19,8,1
5368,Leche Gloria 5368,Producto de la categoría asignada,7,49,140.15,915.33,4,1
5369,Camiseta Deportiva 5369,Producto de la categoría asignada,2,15,549.45,593.29,2,1
5370,Celular Samsung 5370,Producto de la categoría asignada,5,43,291.62,133.66,2,1
5371,Celular Samsung 5371,Producto de la categoría asignada,2,41,487.89,416.67,9,1
5372,Zapatillas Nike 5372,Producto de la categoría asignada,4,32,329.84,195.10,7,1
5373,Sofá 3 Plazas 5373,Producto de la categoría asignada,4,21,395.29,589.72,4,1
5374,Refrigeradora LG 5374,Producto de la categoría asignada,5,36,460.87,376.12,2,1
5375,Lego City 5375,Producto de la categoría asignada,4,10,549.62,253.56,6,1
5376,Zapatillas Nike 5376,Producto de la categoría asignada,5,13,338.29,308.24,11,1
5377,Zapatillas Nike 5377,Producto de la categoría asignada,7,42,483.08,607.94,1,1
5378,Refrigeradora LG 5378,Producto de la categoría asignada,4,13,200.60,353.04,3,1
5379,Leche Gloria 5379,Producto de la categoría asignada,5,4,510.23,501.01,10,1
5380,Monitor LG 5380,Producto de la categoría asignada,6,39,328.04,300.67,2,1
5381,Zapatillas Nike 5381,Producto de la categoría asignada,4,19,248.87,510.13,6,1
5382,Camiseta Deportiva 5382,Producto de la categoría asignada,5,7,519.37,822.84,9,1
5383,Monitor LG 5383,Producto de la categoría asignada,2,12,75.57,404.14,2,1
5384,Monitor LG 5384,Producto de la categoría asignada,4,16,428.08,838.27,11,1
5385,Lego City 5385,Producto de la categoría asignada,7,43,310.02,267.25,8,1
5386,Camiseta Deportiva 5386,Producto de la categoría asignada,3,21,310.62,111.82,9,1
5387,Zapatillas Nike 5387,Producto de la categoría asignada,2,3,457.52,231.61,6,1
5388,Zapatillas Nike 5388,Producto de la categoría asignada,8,41,101.70,133.28,6,1
5389,Celular Samsung 5389,Producto de la categoría asignada,6,8,282.82,428.55,2,1
5390,Celular Samsung 5390,Producto de la categoría asignada,3,15,358.52,563.36,3,1
5391,Bicicleta Montaña 5391,Producto de la categoría asignada,3,16,529.70,213.27,8,1
5392,Bicicleta Montaña 5392,Producto de la categoría asignada,2,42,58.71,133.43,1,1
5393,Celular Samsung 5393,Producto de la categoría asignada,4,38,108.61,939.60,8,1
5394,Monitor LG 5394,Producto de la categoría asignada,2,13,151.92,848.84,9,1
5395,Zapatillas Nike 5395,Producto de la categoría asignada,3,44,228.64,857.38,8,1
5396,Camiseta Deportiva 5396,Producto de la categoría asignada,3,5,523.19,827.56,4,1
5397,Camiseta Deportiva 5397,Producto de la categoría asignada,1,26,247.80,482.48,8,1
5398,Lego City 5398,Producto de la categoría asignada,4,26,501.62,253.44,9,1
5399,Celular Samsung 5399,Producto de la categoría asignada,2,25,502.93,560.87,6,1
5400,Sofá 3 Plazas 5400,Producto de la categoría asignada,7,43,312.37,220.34,7,1
5401,Laptop Lenovo 5401,Producto de la categoría asignada,2,41,409.80,749.67,5,1
5402,Bicicleta Montaña 5402,Producto de la categoría asignada,7,33,355.17,430.18,5,1
5403,Bicicleta Montaña 5403,Producto de la categoría asignada,2,25,516.84,117.34,9,1
5404,Bicicleta Montaña 5404,Producto de la categoría asignada,2,4,92.34,758.84,4,1
5405,Monitor LG 5405,Producto de la categoría asignada,4,5,50.45,588.77,7,1
5406,Sofá 3 Plazas 5406,Producto de la categoría asignada,3,7,325.26,360.94,5,1
5407,Sofá 3 Plazas 5407,Producto de la categoría asignada,6,45,307.48,622.62,10,1
5408,Camiseta Deportiva 5408,Producto de la categoría asignada,6,13,389.12,412.65,6,1
5409,Bicicleta Montaña 5409,Producto de la categoría asignada,6,41,196.84,880.93,5,1
5410,Celular Samsung 5410,Producto de la categoría asignada,6,13,222.96,583.75,8,1
5411,Sofá 3 Plazas 5411,Producto de la categoría asignada,1,36,405.21,303.56,2,1
5412,Monitor LG 5412,Producto de la categoría asignada,4,31,415.10,508.86,2,1
5413,Lego City 5413,Producto de la categoría asignada,2,27,298.88,799.60,9,1
5414,Refrigeradora LG 5414,Producto de la categoría asignada,3,49,113.56,478.88,10,1
5415,Monitor LG 5415,Producto de la categoría asignada,4,21,425.64,283.30,5,1
5416,Celular Samsung 5416,Producto de la categoría asignada,7,30,488.12,430.86,4,1
5417,Celular Samsung 5417,Producto de la categoría asignada,5,3,69.82,341.13,8,1
5418,Bicicleta Montaña 5418,Producto de la categoría asignada,1,23,144.09,664.49,2,1
5419,Refrigeradora LG 5419,Producto de la categoría asignada,4,14,412.94,599.31,1,1
5420,Bicicleta Montaña 5420,Producto de la categoría asignada,4,41,202.77,283.44,3,1
5421,Refrigeradora LG 5421,Producto de la categoría asignada,1,41,439.96,234.31,5,1
5422,Lego City 5422,Producto de la categoría asignada,1,37,471.77,579.03,5,1
5423,Leche Gloria 5423,Producto de la categoría asignada,5,15,180.78,586.64,9,1
5424,Camiseta Deportiva 5424,Producto de la categoría asignada,1,15,532.83,526.17,11,1
5425,Celular Samsung 5425,Producto de la categoría asignada,8,5,195.73,548.90,3,1
5426,Sofá 3 Plazas 5426,Producto de la categoría asignada,5,18,204.38,945.90,4,1
5427,Celular Samsung 5427,Producto de la categoría asignada,3,8,196.71,686.98,4,1
5428,Leche Gloria 5428,Producto de la categoría asignada,7,47,505.97,640.88,11,1
5429,Sofá 3 Plazas 5429,Producto de la categoría asignada,2,3,469.53,799.95,10,1
5430,Bicicleta Montaña 5430,Producto de la categoría asignada,5,18,187.67,118.71,2,1
5431,Laptop Lenovo 5431,Producto de la categoría asignada,7,20,508.85,497.02,7,1
5432,Camiseta Deportiva 5432,Producto de la categoría asignada,3,35,447.53,839.19,2,1
5433,Celular Samsung 5433,Producto de la categoría asignada,8,39,276.80,857.24,9,1
5434,Leche Gloria 5434,Producto de la categoría asignada,3,12,270.84,715.95,8,1
5435,Zapatillas Nike 5435,Producto de la categoría asignada,2,44,149.38,572.48,4,1
5436,Laptop Lenovo 5436,Producto de la categoría asignada,6,10,473.35,704.98,3,1
5437,Camiseta Deportiva 5437,Producto de la categoría asignada,4,7,433.61,527.84,3,1
5438,Laptop Lenovo 5438,Producto de la categoría asignada,2,40,464.38,376.89,10,1
5439,Laptop Lenovo 5439,Producto de la categoría asignada,3,17,336.77,336.43,10,1
5440,Leche Gloria 5440,Producto de la categoría asignada,4,34,65.19,272.13,5,1
5441,Leche Gloria 5441,Producto de la categoría asignada,4,45,352.38,396.82,2,1
5442,Leche Gloria 5442,Producto de la categoría asignada,7,8,310.53,407.21,8,1
5443,Sofá 3 Plazas 5443,Producto de la categoría asignada,7,20,69.51,956.57,7,1
5444,Camiseta Deportiva 5444,Producto de la categoría asignada,2,7,136.04,732.97,3,1
5445,Celular Samsung 5445,Producto de la categoría asignada,5,48,141.54,366.44,3,1
5446,Monitor LG 5446,Producto de la categoría asignada,7,17,358.79,289.30,4,1
5447,Camiseta Deportiva 5447,Producto de la categoría asignada,7,14,143.48,436.69,10,1
5448,Bicicleta Montaña 5448,Producto de la categoría asignada,5,48,115.27,333.64,2,1
5449,Laptop Lenovo 5449,Producto de la categoría asignada,5,39,416.42,408.79,3,1
5450,Zapatillas Nike 5450,Producto de la categoría asignada,2,40,310.12,672.52,8,1
5451,Refrigeradora LG 5451,Producto de la categoría asignada,8,6,373.85,184.18,6,1
5452,Zapatillas Nike 5452,Producto de la categoría asignada,4,27,450.78,423.16,1,1
5453,Sofá 3 Plazas 5453,Producto de la categoría asignada,6,16,529.53,849.28,6,1
5454,Celular Samsung 5454,Producto de la categoría asignada,4,28,376.15,233.31,5,1
5455,Monitor LG 5455,Producto de la categoría asignada,3,29,449.15,386.39,10,1
5456,Leche Gloria 5456,Producto de la categoría asignada,5,20,142.17,814.70,10,1
5457,Celular Samsung 5457,Producto de la categoría asignada,6,6,227.00,371.03,2,1
5458,Sofá 3 Plazas 5458,Producto de la categoría asignada,4,47,255.70,310.25,3,1
5459,Camiseta Deportiva 5459,Producto de la categoría asignada,7,34,525.59,340.07,11,1
5460,Celular Samsung 5460,Producto de la categoría asignada,4,16,158.03,845.89,6,1
5461,Monitor LG 5461,Producto de la categoría asignada,6,32,462.56,362.99,5,1
5462,Lego City 5462,Producto de la categoría asignada,4,32,329.59,223.97,4,1
5463,Monitor LG 5463,Producto de la categoría asignada,1,48,517.32,511.64,7,1
5464,Refrigeradora LG 5464,Producto de la categoría asignada,4,28,213.70,993.43,7,1
5465,Sofá 3 Plazas 5465,Producto de la categoría asignada,6,36,541.70,466.77,3,1
5466,Celular Samsung 5466,Producto de la categoría asignada,1,34,169.41,915.02,7,1
5467,Bicicleta Montaña 5467,Producto de la categoría asignada,8,7,532.51,361.76,8,1
5468,Laptop Lenovo 5468,Producto de la categoría asignada,8,31,314.81,676.12,4,1
5469,Zapatillas Nike 5469,Producto de la categoría asignada,8,22,175.37,364.37,11,1
5470,Camiseta Deportiva 5470,Producto de la categoría asignada,1,48,302.37,713.55,10,1
5471,Celular Samsung 5471,Producto de la categoría asignada,7,27,174.39,473.04,8,1
5472,Sofá 3 Plazas 5472,Producto de la categoría asignada,4,16,467.32,845.51,2,1
5473,Lego City 5473,Producto de la categoría asignada,5,45,327.42,849.69,9,1
5474,Camiseta Deportiva 5474,Producto de la categoría asignada,8,34,109.70,670.14,3,1
5475,Refrigeradora LG 5475,Producto de la categoría asignada,4,42,131.73,273.32,8,1
5476,Lego City 5476,Producto de la categoría asignada,1,30,440.63,757.36,10,1
5477,Bicicleta Montaña 5477,Producto de la categoría asignada,4,46,345.06,298.24,1,1
5478,Bicicleta Montaña 5478,Producto de la categoría asignada,2,7,259.08,963.60,1,1
5479,Camiseta Deportiva 5479,Producto de la categoría asignada,3,49,413.34,546.54,8,1
5480,Zapatillas Nike 5480,Producto de la categoría asignada,1,26,89.70,666.03,2,1
5481,Leche Gloria 5481,Producto de la categoría asignada,2,33,536.31,841.33,8,1
5482,Laptop Lenovo 5482,Producto de la categoría asignada,6,50,114.07,444.86,2,1
5483,Celular Samsung 5483,Producto de la categoría asignada,2,35,295.97,645.64,3,1
5484,Leche Gloria 5484,Producto de la categoría asignada,3,2,311.69,319.70,5,1
5485,Refrigeradora LG 5485,Producto de la categoría asignada,3,14,476.00,473.03,11,1
5486,Sofá 3 Plazas 5486,Producto de la categoría asignada,4,43,399.33,423.69,5,1
5487,Monitor LG 5487,Producto de la categoría asignada,5,40,113.90,118.86,9,1
5488,Celular Samsung 5488,Producto de la categoría asignada,4,27,364.61,800.58,5,1
5489,Sofá 3 Plazas 5489,Producto de la categoría asignada,7,43,384.74,251.68,5,1
5490,Zapatillas Nike 5490,Producto de la categoría asignada,3,49,487.25,157.70,10,1
5491,Celular Samsung 5491,Producto de la categoría asignada,3,16,326.92,164.74,5,1
5492,Refrigeradora LG 5492,Producto de la categoría asignada,4,48,104.29,210.71,6,1
5493,Bicicleta Montaña 5493,Producto de la categoría asignada,6,41,219.82,900.07,8,1
5494,Laptop Lenovo 5494,Producto de la categoría asignada,4,38,163.32,355.36,8,1
5495,Bicicleta Montaña 5495,Producto de la categoría asignada,8,20,509.91,682.70,5,1
5496,Monitor LG 5496,Producto de la categoría asignada,7,28,178.35,571.74,6,1
5497,Leche Gloria 5497,Producto de la categoría asignada,5,4,531.08,244.64,6,1
5498,Zapatillas Nike 5498,Producto de la categoría asignada,6,35,473.45,602.72,7,1
5499,Lego City 5499,Producto de la categoría asignada,3,9,397.33,332.98,4,1
5500,Lego City 5500,Producto de la categoría asignada,5,27,68.86,882.67,3,1
5501,Lego City 5501,Producto de la categoría asignada,7,44,505.40,812.36,6,1
5502,Lego City 5502,Producto de la categoría asignada,3,31,267.99,328.64,8,1
5503,Monitor LG 5503,Producto de la categoría asignada,1,19,398.64,741.13,3,1
5504,Bicicleta Montaña 5504,Producto de la categoría asignada,2,42,198.59,864.92,5,1
5505,Camiseta Deportiva 5505,Producto de la categoría asignada,3,37,437.82,397.86,3,1
5506,Celular Samsung 5506,Producto de la categoría asignada,2,24,211.38,362.25,11,1
5507,Leche Gloria 5507,Producto de la categoría asignada,4,4,516.55,326.32,2,1
5508,Monitor LG 5508,Producto de la categoría asignada,7,37,235.29,717.77,4,1
5509,Zapatillas Nike 5509,Producto de la categoría asignada,3,44,292.79,550.94,6,1
5510,Refrigeradora LG 5510,Producto de la categoría asignada,4,13,193.15,716.51,10,1
5511,Zapatillas Nike 5511,Producto de la categoría asignada,3,28,315.52,907.40,2,1
5512,Zapatillas Nike 5512,Producto de la categoría asignada,7,33,58.77,118.56,11,1
5513,Monitor LG 5513,Producto de la categoría asignada,7,46,349.61,718.39,5,1
5514,Leche Gloria 5514,Producto de la categoría asignada,2,33,513.81,872.89,3,1
5515,Zapatillas Nike 5515,Producto de la categoría asignada,4,13,76.87,192.54,3,1
5516,Celular Samsung 5516,Producto de la categoría asignada,8,33,184.29,332.81,8,1
5517,Celular Samsung 5517,Producto de la categoría asignada,1,24,445.97,456.47,10,1
5518,Sofá 3 Plazas 5518,Producto de la categoría asignada,2,15,84.88,108.76,8,1
5519,Lego City 5519,Producto de la categoría asignada,2,30,393.70,631.64,4,1
5520,Refrigeradora LG 5520,Producto de la categoría asignada,7,31,85.55,800.25,8,1
5521,Laptop Lenovo 5521,Producto de la categoría asignada,8,41,358.32,582.86,5,1
5522,Bicicleta Montaña 5522,Producto de la categoría asignada,5,29,183.45,564.05,10,1
5523,Sofá 3 Plazas 5523,Producto de la categoría asignada,2,1,502.25,244.21,2,1
