id_detalle,id_venta,id_producto,cantidad,precio_unitario,subtotal
9484,1913,65,2,116.45,232.90
9485,1654,382,2,272.12,544.24
9486,1001,182,1,284.07,284.07
9487,524,235,2,188.69,377.38
9488,1379,198,6,139.71,838.26
9489,1379,426,3,15.05,45.15
9490,1635,297,2,175.83,351.66
9491,737,195,2,201.81,403.62
9492,509,110,4,182.67,730.68
9493,323,107,5,165.86,829.30
9494,904,217,5,132.34,661.70
9495,302,116,4,103.24,412.96
9496,128,407,4,156.70,626.80
9497,294,234,4,119.77,479.08
9498,223,155,2,73.90,147.80
9499,1963,335,5,177.06,885.30
9500,1002,246,6,159.73,958.38
9501,1630,81,3,229.33,687.99
9502,1197,465,6,271.59,1629.54
9503,1993,292,3,68.52,205.56
9504,371,265,1,203.50,203.50
9505,753,118,5,247.33,1236.65
9506,1792,415,3,304.54,913.62
9507,514,353,2,23.62,47.24
9508,455,429,2,277.88,555.76
9509,1409,248,3,300.54,901.62
9510,1214,227,3,13.37,40.11
9511,1326,110,5,52.00,260.00
9512,1895,181,2,188.74,377.48
9513,387,95,4,303.40,1213.60
9514,1191,153,2,115.36,230.72
9515,338,276,4,223.32,893.28
9516,1924,430,4,251.54,1006.16
9517,1924,165,6,248.94,1493.64
9518,608,439,2,137.87,275.74
9519,1006,55,6,200.72,1204.32
9520,1089,230,4,73.29,293.16
9521,1497,66,2,17.61,35.22
9522,308,379,3,115.22,345.66
9523,1309,119,3,294.87,884.61
9524,1446,301,4,90.99,363.96
9525,1344,262,2,102.33,204.66
9526,1958,343,5,275.39,1376.95
9527,1916,84,2,180.67,361.34
9528,1623,362,3,193.30,579.90
9529,1855,205,1,106.04,106.04
9530,1018,221,2,287.11,574.22
9531,1876,251,3,117.34,352.02
9532,322,187,4,292.71,1170.84
9533,1896,56,3,262.21,786.63
9534,1463,367,3,195.44,586.32
9535,740,36,4,140.33,561.32
9536,1696,310,4,262.84,1051.36
9537,1168,163,4,307.82,1231.28
9538,137,303,3,126.23,378.69
9539,1351,410,5,138.77,693.85
9540,852,58,5,274.72,1373.60
9541,699,463,4,225.01,900.04
9542,1637,44,5,210.12,1050.60
9543,790,368,3,184.19,552.57
9544,171,399,4,72.63,290.52
9545,746,108,3,298.53,895.59
9546,1237,279,5,194.11,970.55
9547,1754,318,4,127.20,508.80
9548,1372,318,4,130.37,521.48
9549,1587,66,2,161.23,322.46
9550,1170,291,1,133.38,133.38
9551,1801,383,2,196.77,393.54
9552,1282,115,1,41.75,41.75
9553,1510,47,2,251.35,502.70
9554,453,211,1,158.21,158.21
9555,40,401,6,196.94,1181.64
9556,220,320,6,290.71,1744.26
9557,381,10,5,123.76,618.80
9558,582,321,3,12.69,38.07
9559,1658,348,4,90.37,361.48
9560,580,86,3,93.07,279.21
9561,85,367,4,211.45,845.80
9562,651,204,6,263.75,1582.50
9563,865,171,1,21.75,21.75
9564,119,481,3,90.26,270.78
9565,1429,378,1,198.04,198.04
9566,1418,497,2,74.44,148.88
9567,1596,13,3,304.17,912.51
9568,1321,81,2,219.22,438.44
9569,1691,61,2,101.01,202.02
9570,1033,24,6,53.49,320.94
9571,1042,281,1,253.82,253.82
9572,1638,35,5,146.66,733.30
9573,1555,479,1,237.07,237.07
9574,1043,425,4,90.62,362.48
9575,1897,207,2,45.57,91.14
9576,886,39,5,131.74,658.70
9577,202,327,5,105.23,526.15
9578,245,439,6,212.09,1272.54
9579,280,462,2,119.40,238.80
9580,56,222,2,105.70,211.40
9581,1864,170,3,283.19,849.57
9582,516,363,3,212.30,636.90
9583,1627,375,6,22.08,132.48
9584,746,440,5,221.80,1109.00
9585,1472,148,3,220.93,662.79
9586,1427,469,3,122.02,366.06
9587,919,449,4,258.28,1033.12
9588,721,221,2,34.58,69.16
9589,745,278,3,150.01,450.03
9590,973,448,3,208.93,626.79
9591,1182,434,5,102.32,511.60
9592,890,427,5,149.73,748.65
9593,285,38,5,178.54,892.70
9594,618,267,5,131.63,658.15
9595,1052,330,1,212.34,212.34
9596,1762,190,2,118.63,237.26
9597,1471,61,6,197.46,1184.76
9598,1878,178,2,196.65,393.30
9599,1728,158,2,114.37,228.74
9600,1614,54,1,233.32,233.32
9601,814,477,3,113.72,341.16
9602,1199,426,5,191.79,958.95
9603,1660,25,5,86.09,430.45
9604,221,77,3,126.29,378.87
9605,1790,21,3,185.46,556.38
9606,411,44,4,135.68,542.72
9607,730,174,3,173.40,520.20
9608,686,79,1,282.22,282.22
9609,1276,354,2,42.56,85.12
9610,973,184,3,44.00,132.00
9611,802,40,5,148.52,742.60
9612,1167,163,2,195.78,391.56
9613,1084,285,4,14.12,56.48
9614,99,278,2,255.36,510.72
9615,351,417,2,14.88,29.76
9616,1935,130,3,61.06,183.18
9617,1029,310,2,60.14,120.28
9618,641,353,2,216.71,433.42
9619,565,62,5,52.36,261.80
9620,404,16,1,33.86,33.86
9621,1106,68,2,20.89,41.78
9622,844,134,3,52.10,156.30
9623,1497,41,1,123.74,123.74
9624,387,170,6,15.81,94.86
9625,34,372,3,67.84,203.52
9626,421,173,6,119.07,714.42
9627,606,218,2,269.32,538.64
9628,1681,472,4,113.81,455.24
9629,104,416,5,154.75,773.75
9630,429,16,2,263.39,526.78
9631,316,87,1,302.92,302.92
9632,1789,399,5,292.48,1462.40
9633,1025,440,5,210.34,1051.70
9634,1916,53,5,29.90,149.50
9635,1629,295,2,157.96,315.92
9636,734,410,5,254.33,1271.65
9637,1173,282,4,238.57,954.28
9638,2000,49,5,17.41,87.05
9639,505,382,3,30.75,92.25
9640,501,226,2,263.81,527.62
9641,1288,346,5,186.96,934.80
9642,464,352,2,105.66,211.32
9643,1645,5,2,155.88,311.76
9644,1013,145,3,180.49,541.47
9645,1879,475,4,136.65,546.60
9646,1858,234,2,92.49,184.98
9647,308,492,1,204.15,204.15
9648,1754,106,1,209.93,209.93
9649,1601,259,4,234.65,938.60
9650,1826,32,3,102.32,306.96
9651,1314,335,1,80.23,80.23
9652,1548,231,2,280.07,560.14
9653,303,339,4,148.15,592.60
9654,735,471,3,140.44,421.32
9655,1939,73,5,298.54,1492.70
9656,906,313,2,296.82,593.64
9657,1889,331,2,129.80,259.60
9658,615,213,4,198.08,792.32
9659,1054,93,1,298.02,298.02
9660,1196,285,4,69.36,277.44
9661,1999,453,5,112.04,560.20
9662,1110,48,5,199.85,999.25
9663,1215,408,4,258.42,1033.68
9664,1083,243,5,83.75,418.75
9665,1731,486,5,43.05,215.25
9666,1980,444,4,122.36,489.44
9667,231,124,1,145.37,145.37
9668,478,82,6,76.73,460.38
9669,1030,115,4,225.00,900.00
9670,481,323,1,195.82,195.82
9671,1421,159,1,73.72,73.72
9672,1053,380,4,129.00,516.00
9673,1594,53,6,288.71,1732.26
9674,1909,35,2,201.73,403.46
9675,389,169,2,84.84,169.68
9676,208,49,2,250.78,501.56
9677,276,244,4,271.21,1084.84
9678,1522,395,4,279.56,1118.24
9679,1738,328,5,12.60,63.00
9680,1061,154,1,79.60,79.60
9681,1518,55,4,15.62,62.48
9682,1390,129,4,261.98,1047.92
9683,793,314,2,258.52,517.04
9684,1911,494,4,20.47,81.88
9685,850,137,4,234.04,936.16
9686,1914,500,5,53.68,268.40
9687,302,286,2,98.40,196.80
9688,1148,18,2,156.45,312.90
9689,1836,312,4,193.64,774.56
9690,1045,274,5,94.59,472.95
9691,1059,21,3,275.79,827.37
9692,1380,42,5,204.15,1020.75
9693,148,33,4,120.25,481.00
9694,1463,156,4,208.08,832.32
9695,165,35,3,181.40,544.20
9696,536,223,5,78.58,392.90
9697,1887,321,2,213.91,427.82
9698,905,319,2,118.11,236.22
9699,379,115,3,13.17,39.51
9700,914,258,3,267.85,803.55
9701,346,212,5,286.30,1431.50
9702,1920,426,4,22.94,91.76
9703,1583,178,6,16.67,100.02
9704,835,37,2,130.06,260.12
9705,1609,16,2,172.18,344.36
9706,851,349,1,242.44,242.44
9707,211,11,5,284.67,1423.35
9708,1383,278,4,24.50,98.00
9709,1345,488,1,295.06,295.06
9710,1240,67,5,153.08,765.40
9711,1260,428,4,49.06,196.24
9712,1357,115,2,230.71,461.42
9713,1511,475,5,148.21,741.05
9714,184,344,2,136.03,272.06
9715,792,112,1,50.00,50.00
9716,1168,399,3,301.83,905.49
9717,1227,217,3,175.63,526.89
9718,1214,193,2,289.41,578.82
9719,878,433,5,276.07,1380.35
9720,683,397,2,222.47,444.94
9721,278,378,2,162.25,324.50
9722,11,252,3,170.06,510.18
9723,81,429,1,298.00,298.00
9724,1735,200,3,273.65,820.95
9725,1312,477,4,291.91,1167.64
9726,981,52,4,89.81,359.24
9727,1527,145,4,34.12,136.48
9728,959,200,3,204.28,612.84
9729,595,188,6,301.62,1809.72
9730,1535,246,3,256.65,769.95
9731,597,290,6,278.14,1668.84
9732,56,42,2,252.99,505.98
9733,608,315,5,236.78,1183.90
9734,1846,126,4,296.17,1184.68
9735,863,336,1,226.29,226.29
9736,309,470,6,191.50,1149.00
9737,1128,310,2,252.90,505.80
9738,1267,322,3,28.89,86.67
9739,624,154,3,267.72,803.16
9740,1133,82,1,49.12,49.12
9741,448,7,5,65.76,328.80
9742,639,436,5,144.40,722.00
9743,1024,379,5,287.88,1439.40
9744,166,280,3,170.03,510.09
9745,490,283,5,139.57,697.85
9746,1804,60,5,81.20,406.00
9747,473,75,3,193.38,580.14
9748,308,349,5,140.13,700.65
9749,1476,438,2,307.31,614.62
9750,1509,207,1,155.41,155.41
9751,1184,101,6,243.41,1460.46
9752,9,220,4,234.84,939.36
9753,1298,304,2,233.06,466.12
9754,791,12,5,185.33,926.65
9755,1559,333,5,166.37,831.85
9756,32,277,2,49.02,98.04
9757,624,79,6,191.91,1151.46
9758,694,145,2,134.89,269.78
9759,877,255,4,254.42,1017.68
9760,1759,122,6,150.37,902.22
9761,1829,180,2,252.93,505.86
9762,178,253,5,256.99,1284.95
9763,332,81,1,238.54,238.54
9764,711,393,4,223.03,892.12
9765,1849,248,5,263.18,1315.90
9766,1225,5,2,159.62,319.24
9767,1668,77,4,141.96,567.84
9768,1055,373,1,18.53,18.53
9769,1045,279,1,143.88,143.88
9770,82,89,6,292.62,1755.72
9771,994,377,2,119.81,239.62
9772,543,197,3,222.49,667.47
9773,652,309,4,18.65,74.60
9774,1147,210,2,30.70,61.40
9775,1189,178,4,36.46,145.84
9776,1110,496,4,89.50,358.00
9777,1316,228,2,74.95,149.90
9778,795,112,3,103.84,311.52
9779,760,38,3,24.96,74.88
9780,1115,199,4,40.52,162.08
9781,1904,228,4,222.79,891.16
9782,1617,349,2,83.79,167.58
9783,1121,177,3,255.89,767.67
9784,660,61,4,158.58,634.32
9785,827,309,4,119.42,477.68
9786,290,218,2,19.66,39.32
9787,621,229,4,280.09,1120.36
9788,1798,128,1,80.33,80.33
9789,710,425,4,286.87,1147.48
9790,1703,472,5,35.60,178.00
9791,835,299,4,155.35,621.40
9792,1820,35,3,228.70,686.10
9793,1551,83,2,152.96,305.92
9794,1116,136,1,235.97,235.97
9795,742,168,3,36.50,109.50
9796,1774,371,2,140.60,281.20
9797,1989,65,6,31.52,189.12
9798,1054,138,2,47.37,94.74
9799,1752,334,5,112.45,562.25
9800,1433,439,4,193.48,773.92
9801,1809,84,4,256.53,1026.12
9802,1772,280,2,258.69,517.38
9803,1589,417,5,219.61,1098.05
9804,1647,169,5,46.33,231.65
9805,1595,132,5,216.92,1084.60
9806,807,463,2,81.38,162.76
9807,1733,320,3,15.53,46.59
9808,1994,470,5,153.64,768.20
9809,690,312,1,254.34,254.34
9810,844,250,6,97.89,587.34
9811,1007,342,3,294.02,882.06
9812,150,460,4,207.53,830.12
9813,239,293,2,207.40,414.80
9814,387,58,5,23.17,115.85
9815,1152,239,3,253.53,760.59
9816,1346,409,5,93.69,468.45
9817,616,481,4,22.08,88.32
9818,1671,196,3,299.15,897.45
9819,1626,387,2,258.16,516.32
9820,1691,407,4,102.20,408.80
9821,914,151,3,87.51,262.53
9822,1781,352,4,65.14,260.56
9823,1443,288,5,269.71,1348.55
9824,1335,334,3,80.52,241.56
9825,968,54,4,167.92,671.68
9826,1492,95,2,46.70,93.40
9827,176,44,3,277.69,833.07
9828,1380,150,2,277.28,554.56
9829,715,128,2,10.26,20.52
9830,686,290,4,49.39,197.56
9831,863,291,5,50.77,253.85
9832,1998,72,4,45.46,181.84
9833,1516,171,2,130.43,260.86
9834,1989,138,6,180.49,1082.94
9835,1308,214,4,286.72,1146.88
9836,238,139,4,284.39,1137.56
9837,1112,99,5,207.70,1038.50
9838,1039,481,4,138.34,553.36
9839,1225,131,2,237.28,474.56
9840,1478,476,3,43.24,129.72
9841,1983,102,1,105.66,105.66
9842,1241,202,4,61.48,245.92
9843,1122,355,3,205.00,615.00
9844,767,263,2,128.46,256.92
9845,969,498,6,70.59,423.54
9846,475,262,5,35.61,178.05
9847,1027,170,1,24.61,24.61
9848,1162,320,1,177.74,177.74
9849,858,217,5,156.72,783.60
9850,1243,144,3,102.76,308.28
9851,1521,91,3,190.59,571.77
9852,1642,248,3,237.75,713.25
9853,1076,166,5,42.37,211.85
9854,1781,436,1,302.48,302.48
9855,1459,121,3,146.89,440.67
9856,725,431,2,63.79,127.58
9857,745,449,3,177.66,532.98
9858,1991,397,6,66.82,400.92
9859,1003,31,6,256.89,1541.34
9860,1287,409,4,58.36,233.44
9861,1838,397,1,294.22,294.22
9862,453,290,6,18.23,109.38
9863,1247,113,6,264.95,1589.70
9864,1120,193,6,48.65,291.90
9865,697,182,5,248.03,1240.15
9866,1498,342,3,95.28,285.84
9867,442,3,3,189.92,569.76
9868,872,391,5,213.22,1066.10
9869,248,494,2,57.77,115.54
9870,1729,195,2,198.14,396.28
9871,1921,488,3,78.86,236.58
9872,668,121,4,76.04,304.16
9873,1578,449,3,249.00,747.00
9874,119,418,6,71.54,429.24
9875,1696,165,2,161.82,323.64
9876,1925,22,3,197.65,592.95
9877,1084,410,2,176.43,352.86
9878,116,69,2,259.42,518.84
9879,622,365,4,159.56,638.24
9880,1335,489,4,254.27,1017.08
9881,844,281,4,122.44,489.76
9882,1223,203,3,291.13,873.39
9883,931,227,4,238.00,952.00
9884,1058,153,3,166.21,498.63
9885,1729,92,2,265.58,531.16
9886,307,139,5,259.10,1295.50
9887,1886,134,4,288.25,1153.00
9888,1249,367,3,265.58,796.74
9889,687,29,5,81.76,408.80
9890,1656,292,2,182.71,365.42
9891,733,110,5,219.03,1095.15
9892,1244,408,2,18.02,36.04
9893,912,369,1,219.67,219.67
9894,1566,335,2,185.20,370.40
9895,182,346,4,266.78,1067.12
9896,1390,333,3,99.97,299.91
9897,1902,412,2,72.13,144.26
9898,138,59,4,272.01,1088.04
9899,209,129,6,210.02,1260.12
9900,1964,143,5,47.26,236.30
9901,1046,167,2,225.86,451.72
9902,841,277,3,74.02,222.06
9903,346,286,4,191.32,765.28
9904,1712,393,3,111.86,335.58
9905,1966,395,6,220.96,1325.76
9906,1117,392,4,196.49,785.96
9907,1448,289,6,132.64,795.84
9908,1227,399,5,136.02,680.10
9909,1564,55,3,20.94,62.82
9910,984,277,3,199.67,599.01
9911,1681,253,6,49.26,295.56
9912,1823,108,5,291.00,1455.00
9913,697,385,5,166.22,831.10
9914,135,86,5,254.36,1271.80
9915,1383,177,4,250.28,1001.12
9916,746,67,3,75.68,227.04
9917,614,495,4,258.46,1033.84
9918,229,263,2,28.10,56.20
9919,1453,250,3,172.45,517.35
9920,1726,440,2,290.69,581.38
9921,1115,8,3,36.88,110.64
9922,1016,315,5,174.11,870.55
9923,872,227,5,82.42,412.10
9924,1045,142,2,150.74,301.48
9925,1297,378,2,233.59,467.18
9926,21,358,2,275.48,550.96
9927,1802,206,2,171.33,342.66
9928,496,190,4,169.84,679.36
9929,1584,343,6,132.55,795.30
9930,110,274,6,27.10,162.60
9931,183,65,1,121.45,121.45
9932,157,416,4,172.02,688.08
9933,894,470,4,70.47,281.88
9934,454,403,2,223.47,446.94
9935,1775,119,4,296.51,1186.04
9936,1243,424,4,120.46,481.84
9937,799,158,4,255.97,1023.88
9938,1770,238,4,45.81,183.24
9939,494,464,3,96.46,289.38
9940,212,138,1,223.66,223.66
9941,1817,374,3,121.56,364.68
9942,780,316,2,139.89,279.78
9943,1876,343,4,164.04,656.16
9944,1640,67,4,18.10,72.40
9945,927,33,2,82.11,164.22
9946,1878,375,2,274.09,548.18
9947,1795,110,2,240.82,481.64
9948,864,100,5,92.30,461.50
9949,924,382,3,76.44,229.32
9950,1654,112,5,290.64,1453.20
9951,355,95,4,122.40,489.60
9952,261,313,4,279.13,1116.52
9953,1756,33,4,143.28,573.12
9954,1197,47,2,52.38,104.76
9955,159,393,5,214.42,1072.10
9956,183,448,3,52.25,156.75
9957,1494,395,2,268.16,536.32
9958,94,362,3,15.88,47.64
9959,162,471,3,273.85,821.55
9960,91,436,5,119.43,597.15
9961,655,23,2,154.77,309.54
9962,1458,218,4,298.05,1192.20
9963,1587,296,2,20.16,40.32
9964,96,238,6,161.88,971.28
9965,1840,314,3,168.67,506.01
9966,283,311,1,229.78,229.78
9967,269,375,3,30.75,92.25
9968,607,186,4,251.87,1007.48
9969,1241,498,4,129.36,517.44
9970,1369,206,1,230.47,230.47
9971,1213,41,4,246.15,984.60
9972,1343,180,1,300.02,300.02
9973,847,33,2,87.20,174.40
9974,291,308,6,292.70,1756.20
9975,1258,44,1,296.90,296.90
9976,256,208,6,51.46,308.76
9977,1631,187,1,154.63,154.63
9978,1457,91,5,283.76,1418.80
9979,1449,60,1,164.73,164.73
9980,1751,93,4,70.99,283.96
9981,1,299,2,231.58,463.16
9982,832,338,5,260.81,1304.05
9983,269,98,3,246.61,739.83
9984,1002,182,1,162.85,162.85
9985,1811,59,5,123.57,617.85
9986,1225,177,4,286.42,1145.68
9987,656,107,4,90.55,362.20
9988,1750,135,4,12.52,50.08
9989,668,373,5,36.96,184.80
9990,426,465,6,242.51,1455.06
9991,555,404,5,305.48,1527.40
9992,1528,191,3,128.19,384.57
9993,456,447,3,61.82,185.46
9994,307,296,2,266.45,532.90
9995,242,145,1,226.35,226.35
9996,244,294,1,305.40,305.40
9997,1539,149,6,280.80,1684.80
9998,1763,31,2,265.32,530.64
9999,1990,407,5,274.26,1371.30
10000,1888,18,2,218.42,436.84
10001,1548,2,3,152.24,456.72
10002,100,456,4,222.50,890.00
10003,771,280,5,236.84,1184.20
10004,1699,360,2,14.42,28.84
10005,1615,479,4,286.47,1145.88
10006,481,328,3,273.22,819.66
10007,153,40,3,279.25,837.75
10008,195,44,4,20.89,83.56
10009,1929,366,3,246.70,740.10
10010,1026,125,4,63.96,255.84
10011,1511,72,3,104.73,314.19
10012,1364,453,4,204.29,817.16
10013,857,286,3,68.89,206.67
10014,1627,415,3,163.70,491.10
10015,1862,194,2,49.48,98.96
10016,448,455,2,221.03,442.06
10017,1752,408,4,15.46,61.84
10018,122,412,5,181.65,908.25
10019,474,359,5,122.65,613.25
10020,1412,86,5,257.34,1286.70
10021,1551,422,3,156.96,470.88
10022,600,177,4,107.07,428.28
10023,572,482,5,189.14,945.70
10024,736,27,3,237.00,711.00
10025,1243,32,3,33.43,100.29
10026,1000,58,6,128.04,768.24
10027,995,369,3,18.83,56.49
10028,154,283,4,265.86,1063.44
10029,241,425,5,138.10,690.50
10030,1894,448,4,88.94,355.76
10031,1501,186,6,209.21,1255.26
10032,1986,369,2,221.24,442.48
10033,994,255,3,90.45,271.35
10034,771,342,3,218.34,655.02
10035,1866,207,3,76.91,230.73
10036,1413,363,3,203.22,609.66
10037,1054,496,3,229.41,688.23
10038,1604,35,1,262.31,262.31
10039,1206,311,2,139.48,278.96
10040,1821,357,2,294.89,589.78
10041,1821,136,1,289.74,289.74
10042,1358,258,5,300.92,1504.60
10043,992,466,2,265.36,530.72
10044,1108,145,2,45.03,90.06
10045,1075,453,4,232.71,930.84
10046,1403,23,4,182.08,728.32
10047,1502,275,5,212.36,1061.80
10048,807,355,3,137.33,411.99
10049,1313,245,4,130.01,520.04
10050,1966,495,2,304.64,609.28
10051,298,349,4,186.74,746.96
10052,1307,62,5,257.18,1285.90
10053,523,248,2,120.99,241.98
10054,910,361,5,267.82,1339.10
10055,1596,285,4,298.67,1194.68
10056,186,469,3,100.67,302.01
10057,1915,156,1,265.77,265.77
10058,1773,247,2,123.66,247.32
10059,272,137,3,302.26,906.78
10060,1232,225,6,58.65,351.90
10061,910,187,1,292.95,292.95
10062,87,30,2,231.21,462.42
10063,1960,206,5,237.58,1187.90
10064,812,352,3,207.24,621.72
10065,1720,121,2,217.80,435.60
10066,1163,178,4,304.70,1218.80
10067,1999,246,4,86.96,347.84
10068,977,272,2,145.42,290.84
10069,175,377,2,14.93,29.86
10070,1081,126,6,109.74,658.44
10071,1701,449,2,20.77,41.54
10072,47,22,3,57.63,172.89
10073,1185,144,4,272.88,1091.52
10074,1551,344,3,95.83,287.49
10075,448,478,5,119.67,598.35
10076,307,131,3,174.88,524.64
10077,1089,228,6,174.03,1044.18
10078,1857,273,5,218.36,1091.80
10079,297,93,1,232.70,232.70
10080,584,80,3,180.53,541.59
10081,98,471,2,145.85,291.70
10082,1807,419,6,265.53,1593.18
10083,814,242,1,223.23,223.23
10084,49,127,1,123.61,123.61
10085,1159,317,6,132.79,796.74
10086,1452,394,4,118.97,475.88
10087,1330,473,5,52.41,262.05
10088,1872,477,4,31.09,124.36
10089,707,49,4,250.20,1000.80
10090,293,36,5,239.98,1199.90
10091,845,380,3,63.28,189.84
10092,583,466,3,176.79,530.37
10093,311,366,5,110.50,552.50
10094,1656,92,4,263.49,1053.96
10095,1047,293,1,48.38,48.38
10096,627,33,2,299.07,598.14
10097,1626,120,5,275.51,1377.55
10098,721,44,6,27.96,167.76
10099,1442,386,1,220.71,220.71
10100,1299,24,3,204.52,613.56
10101,173,165,6,96.97,581.82
10102,1555,74,4,217.20,868.80
10103,735,205,3,160.17,480.51
10104,1199,60,2,13.84,27.68
10105,1242,206,4,84.62,338.48
10106,1274,59,2,283.63,567.26
10107,281,422,6,262.97,1577.82
10108,405,241,4,212.11,848.44
10109,312,101,5,159.89,799.45
10110,1027,390,2,70.75,141.50
10111,1678,342,6,206.42,1238.52
10112,1322,443,3,66.56,199.68
10113,725,120,5,195.46,977.30
10114,374,76,4,45.94,183.76
10115,652,366,5,196.17,980.85
10116,1692,130,3,229.86,689.58
10117,1944,85,4,124.57,498.28
10118,1449,74,2,104.78,209.56
10119,853,409,2,36.56,73.12
10120,1296,203,1,157.35,157.35
10121,1362,155,4,212.34,849.36
10122,1336,377,3,225.99,677.97
10123,1769,37,2,108.89,217.78
10124,784,373,1,117.81,117.81
10125,1476,359,6,223.91,1343.46
10126,1801,116,4,129.58,518.32
10127,511,207,2,247.55,495.10
10128,579,390,6,164.38,986.28
10129,29,133,1,205.75,205.75
10130,13,274,1,50.54,50.54
10131,362,137,6,48.01,288.06
10132,261,485,1,50.31,50.31
10133,1082,216,3,56.01,168.03
10134,120,213,5,108.18,540.90
10135,1720,71,1,181.43,181.43
10136,1517,53,1,186.84,186.84
10137,1189,233,4,201.83,807.32
10138,522,266,4,125.11,500.44
10139,45,399,5,92.03,460.15
10140,1029,75,1,60.67,60.67
10141,1918,200,4,114.73,458.92
10142,1436,269,2,159.99,319.98
10143,1832,301,2,89.76,179.52
10144,159,17,4,205.88,823.52
10145,1215,160,5,241.96,1209.80
10146,1595,377,4,186.09,744.36
10147,1997,381,2,135.64,271.28
10148,1494,65,3,29.15,87.45
10149,592,247,4,158.24,632.96
10150,398,344,3,134.76,404.28
10151,582,44,5,115.79,578.95
10152,207,179,1,128.77,128.77
10153,1201,117,2,282.57,565.14
10154,241,76,5,31.44,157.20
10155,1906,298,4,306.51,1226.04
10156,1061,404,4,216.41,865.64
10157,188,147,4,227.71,910.84
10158,359,436,5,21.32,106.60
10159,751,221,4,242.70,970.80
10160,369,176,5,217.73,1088.65
10161,1596,416,4,152.06,608.24
10162,1906,481,3,115.43,346.29
10163,1446,140,2,303.02,606.04
10164,611,182,5,116.49,582.45
10165,1093,130,3,22.99,68.97
10166,1477,231,4,225.99,903.96
10167,1260,466,2,109.65,219.30
10168,1479,359,5,59.75,298.75
10169,1988,448,3,22.95,68.85
10170,112,77,6,10.78,64.68
10171,1142,161,6,228.94,1373.64
10172,411,121,3,81.46,244.38
10173,1767,426,5,94.55,472.75
10174,1781,70,2,62.15,124.30
10175,378,241,3,101.31,303.93
10176,1058,132,5,191.57,957.85
10177,312,17,5,28.11,140.55
10178,140,79,4,259.20,1036.80
10179,590,478,5,164.97,824.85
10180,1275,440,4,227.44,909.76
10181,414,285,5,60.08,300.40
10182,774,436,2,143.29,286.58
10183,181,133,1,201.57,201.57
10184,1012,250,3,294.52,883.56
10185,1933,65,4,235.72,942.88
10186,1880,157,1,173.32,173.32
10187,1132,63,1,181.01,181.01
10188,727,112,4,129.20,516.80
10189,1746,368,4,222.54,890.16
10190,89,158,5,286.84,1434.20
10191,540,400,5,118.00,590.00
10192,790,214,3,266.09,798.27
10193,5,370,2,299.43,598.86
10194,1872,382,3,249.92,749.76
10195,1000,180,6,102.32,613.92
10196,1382,300,2,78.97,157.94
10197,172,373,2,158.57,317.14
10198,413,340,5,61.19,305.95
10199,802,279,4,113.87,455.48
10200,1026,20,4,157.59,630.36
10201,200,107,6,292.56,1755.36
10202,838,382,2,154.52,309.04
10203,284,420,2,206.28,412.56
10204,1920,51,4,191.49,765.96
10205,1669,10,1,45.11,45.11
10206,148,174,1,260.66,260.66
10207,1059,465,3,291.79,875.37
10208,615,410,5,46.96,234.80
10209,1831,128,6,15.57,93.42
10210,22,260,1,150.22,150.22
10211,1378,325,5,274.81,1374.05
10212,1005,153,5,221.21,1106.05
10213,1612,141,6,209.67,1258.02
10214,78,127,5,291.54,1457.70
10215,1114,120,4,246.22,984.88
10216,934,443,5,212.31,1061.55
10217,880,212,1,261.91,261.91
10218,579,317,6,23.68,142.08
10219,889,102,6,135.89,815.34
10220,149,436,3,47.00,141.00
10221,1058,325,3,159.37,478.11
10222,22,219,4,145.77,583.08
10223,737,45,5,213.22,1066.10
10224,1805,475,1,115.04,115.04
10225,1893,15,2,274.47,548.94
10226,1273,410,2,122.15,244.30
10227,1130,314,5,279.10,1395.50
10228,50,236,2,178.11,356.22
10229,1971,132,4,90.11,360.44
10230,1725,176,3,116.85,350.55
10231,1223,329,5,186.04,930.20
10232,1672,263,3,90.51,271.53
10233,559,73,3,103.45,310.35
10234,1406,273,5,147.89,739.45
10235,1695,138,1,272.65,272.65
10236,372,485,2,106.27,212.54
10237,174,38,6,277.19,1663.14
10238,1243,308,4,175.87,703.48
10239,1587,143,3,53.07,159.21
10240,513,455,3,13.36,40.08
10241,789,457,2,116.53,233.06
10242,774,424,4,131.74,526.96
10243,218,283,3,129.30,387.90
10244,1618,178,5,172.93,864.65
10245,1962,430,4,156.02,624.08
10246,156,290,3,273.38,820.14
10247,309,182,6,235.50,1413.00
10248,1262,126,6,112.92,677.52
10249,1718,81,2,226.67,453.34
10250,1851,393,2,307.62,615.24
10251,1354,173,2,290.97,581.94
10252,500,401,3,133.19,399.57
10253,581,415,4,187.90,751.60
10254,1961,38,2,151.09,302.18
10255,983,436,1,214.94,214.94
10256,777,497,6,305.27,1831.62
10257,1013,285,5,174.27,871.35
10258,685,310,6,148.69,892.14
10259,736,367,2,152.40,304.80
10260,1858,108,1,213.58,213.58
10261,1326,50,5,121.56,607.80
10262,159,334,3,246.60,739.80
10263,786,186,4,288.24,1152.96
10264,1677,10,4,269.50,1078.00
10265,312,196,5,267.64,1338.20
10266,1420,321,1,280.09,280.09
10267,1587,28,2,91.76,183.52
10268,1854,222,6,137.51,825.06
10269,40,423,2,266.08,532.16
10270,1247,341,3,77.33,231.99
10271,1988,36,1,73.66,73.66
